,tempo,deslocamento,velocidade,aceleração
0,0.0,0.0,0.0,0.0
1,0.05,0.00010504648206513247,0.006300973581593357,0.251788456513404
2,0.1,0.0008392010130543956,0.02514979311628535,0.5018342313674211
3,0.15000000000000002,0.0028274798479927714,0.05644749352403834,0.7496667149704873
4,0.2,0.0066893706498047,0.10007208165454834,0.9948375415214195
5,0.25,0.013037714229936366,0.15587996829286008,1.236933332527647
6,0.30000000000000004,0.022477673687446197,0.22370802929993422,1.4755881053664595
7,0.35000000000000003,0.035605821951677316,0.3033762771712841,1.7104952687381765
8,0.4,0.053009377701721316,0.3946911204890224,1.9414191310144586
9,0.45,0.07526561841918561,0.49744918516670616,2.16820585259594
10,0.5,0.10294149794205391,0.6114416680888415,2.390793779410187
11,0.55,0.1365934943417106,0.7364591907716599,2.6092231015449547
12,0.6000000000000001,0.17676771225963084,0.872297118059546,2.823644788656713
13,0.65,0.2240002620339181,1.0187613046595358,3.034328762147736
14,0.7000000000000001,0.27881793603966276,1.175674230538089,3.2416712730879254
15,0.75,0.3417392006834443,1.3428814848892703,3.446201464386172
16,0.8,0.4132755204550037,1.5202585575566534,3.64858710570228
17,0.8500000000000001,0.4939330283731211,1.7077178964732878,3.849639499942801
18,0.9,0.5842145550939086,1.9052161898909112,4.050317570808646
19,0.9500000000000001,0.6846220269046075,2.1127618329124864,4.251731151663615
20,1.0,0.7956592408315487,2.3304225391275057,4.45514350687534
